Model Pair,Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Format Errors P-Red,Format Errors P-Blue,Non-Cooperative Baseline P-Red,Non-Cooperative Baseline P-Blue,Joint Reward,Reward P-Red,Reward P-Blue,Gini,Max Possible Reward,Reached Goal P-Red,Reached Goal P-Blue,Total Trades Proposed,Total Trades Proposed P-Red,Total Trades Proposed P-Blue,Total Trades Accepted,Total Trades Accepted P-Red,Total Trades Accepted P-Blue,Total Trades Rejected,Total Trades Rejected P-Red,Total Trades Rejected P-Blue,amount_received_by_P-Red_from_trades,amount_received_by_P-Blue_from_trades,total_trades_failed,Total P4P Arrangements Proposed,Total P4P Arrangements Proposed P-Red,Total P4P Arrangements Proposed P-Blue,Total P4P Arrangements Accepted,Total P4P Arrangements Accepted P-Red,Total P4P Arrangements Accepted P-Blue,Total P4P Arrangements Rejected,Total P4P Arrangements Rejected P-Red,Total P4P Arrangements Rejected P-Blue,Total P4P Promises Kept,Total P4P Promises Kept P-Red,Total P4P Promises Kept P-Blue,Total P4P Promises Broken,Total P4P Promises Broken P-Red,Total P4P Promises Broken P-Blue,Total P4P Amounts Promised to Receive,Total P4P Amounts Promised to Receive P-Red,Total P4P Amounts Promised to Receive P-Blue,Total P4P Amounts Received,Total P4P Amounts Received P-Red,Total P4P Amounts Received P-Blue,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_P-Red,num_tiles_promised_to_receive_from_contract_P-Blue,moves_made_under_strict_contract_P-Red,moves_made_under_strict_contract_P-Blue,contract_moves_blocked_by_partner_shortfall_P-Red,contract_moves_blocked_by_partner_shortfall_P-Blue,points_for_completion_promised_to_P-Red,points_for_completion_promised_to_P-Blue,parity_trades_offered_P-Red,parity_trades_offered_P-Blue,parity_trades_accepted_P-Red,parity_trades_accepted_P-Blue,parity_trades_rejected_P-Red,parity_trades_rejected_P-Blue,extractive_trades_offered_P-Red,extractive_trades_offered_P-Blue,extractive_trades_accepted_P-Red,extractive_trades_accepted_P-Blue,extractive_trades_rejected_P-Red,extractive_trades_rejected_P-Blue,concessionary_trades_offered_P-Red,concessionary_trades_offered_P-Blue,concessionary_trades_accepted_P-Red,concessionary_trades_accepted_P-Blue,concessionary_trades_rejected_P-Red,concessionary_trades_rejected_P-Blue,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
QWEN_3_30B-QWEN_3_30B,89,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260121_133813_763698_cb75ce49,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,15,2,0,2,0,0,75,65,10,0.3666666666666667,140,True,False,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,3,1,2,3,1,2,12,10,2,5,2,3,3,2,1,1,3,,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_141449_720968_e6e91ae9,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,6,0,0,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,0,1,0,1,4,2,2,0,0,0,6,3,3,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
HAIKU_4_5-HAIKU_4_5,89,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_142605_123066_7b83a362,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,6,0,0,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,1,1,2,1,1,4,2,2,0,0,0,18,14,4,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_SCOUT-LLAMA_SCOUT,89,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_162517_483049_d1dbfc33,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,12,0,0,0,0,0,75,75,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,9,3,6,2,2,0,3,1,2,9,9,0,38,15,23,3,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,89,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_185254_364210_d605753e,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,8,0,0,0,0,0,140,60,80,0.0714285714285714,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,6,4,2,2,0,2,11,6,5,6,2,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_235B-QWEN_3_235B,89,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_203408_315185_d65b72b3,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,4,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_30B-QWEN_3_30B,89,ctx1_fog00_p4ptrue_contract_none_selfish11,20260121_132156_780712_95d70e43,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,12,1,0,1,0,0,75,75,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,3,3,0,1,0,1,3,1,2,13,9,4,13,6,7,3,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_SCOUT-LLAMA_SCOUT,89,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_130757_013900_fbb0c809,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,6,0,0,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,1,3,0,0,0,4,2,2,0,0,0,14,7,7,4,2,2,1,3,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_141458_394085_a97972c4,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,8,0,0,0,0,0,80,0,80,0.5,140,False,True,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,2,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
HAIKU_4_5-HAIKU_4_5,89,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_142644_413569_0b750171,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,6,0,0,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,1,3,1,1,0,3,0,3,0,0,0,14,7,7,3,3,0,1,7,2.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,89,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_150047_356916_85f467bc,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,6,0,0,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,3,2,1,0,0,0,10,5,5,3,1,2,1,3,4.0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_235B-QWEN_3_235B,89,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_160346_758135_4a2fe6b4,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,8,0,0,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,4.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_30B-QWEN_3_30B,89,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260121_132806_463461_2f9d4ec0,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,6,2,1,1,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5.0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_SCOUT-LLAMA_SCOUT,89,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_130906_257994_b9644919,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,5,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_141647_175911_b2f18c0c,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,6,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
HAIKU_4_5-HAIKU_4_5,89,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_142852_558548_2853e27a,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,8,0,0,0,0,0,75,75,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,89,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_150228_101267_1fbabdbc,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,6,1,1,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,4,2,2,0,0,0,2,1,1,0,0,0,10,5,5,2,1,1,1,3,,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_235B-QWEN_3_235B,89,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_161127_359480_120def04,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,11,0,0,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,4,2,2,1,1,0,1,2,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_30B-QWEN_3_30B,89,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260121_134148_756735_d636b732,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,12,1,0,1,0,0,70,0,70,0.5,140,False,True,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,6,0,6,7,3,4,1,0,1,1,2,,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_SCOUT-LLAMA_SCOUT,90,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_130955_386901_f918dfa3,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,0,0,140,70,70,0.0,140,True,True,5,2,3,2,1,1,3,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,90,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_141811_835979_0c797e46,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,0,0,140,65,75,0.03571428571428581,140,True,True,1,1,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,3,0
HAIKU_4_5-HAIKU_4_5,90,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_143046_483793_a8fd7c2c,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,0,0,140,60,80,0.0714285714285714,140,True,True,2,1,1,1,0,1,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,90,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_150618_987299_5fe08de5,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,0,0,140,70,70,0.0,140,True,True,5,2,3,1,1,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,8,8,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_235B-QWEN_3_235B,90,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_161811_346221_90ab5014,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,7,0,0,0,0,0,140,71,69,0.0071428571428571175,140,True,True,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
QWEN_3_30B-QWEN_3_30B,90,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260121_140505_850554_6151ce3c,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,0,0,140,85,55,0.1071428571428572,140,True,True,1,1,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,90,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_141710_450803_984beeec,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,,6,0,0,0,0,0,140,65,75,0.03571428571428581,140,True,True,1,1,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,3,0
HAIKU_4_5-HAIKU_4_5,90,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_142856_022599_19a37248,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,,6,0,0,0,0,0,140,70,70,0.0,140,True,True,1,1,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_SCOUT-LLAMA_SCOUT,90,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_162529_869892_289e4122,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,,7,0,0,0,0,0,140,70,70,0.0,140,True,True,9,5,4,2,1,1,7,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,4,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,90,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_185304_150587_82b031b4,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,,6,0,0,0,0,0,140,75,65,0.03571428571428581,140,True,True,5,2,3,1,1,0,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,3,0,0,0,1,2,3,2,3,0
QWEN_3_235B-QWEN_3_235B,90,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_203506_824444_4b6958cf,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,,6,0,0,0,0,0,140,75,65,0.03571428571428581,140,True,True,1,0,1,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,3,0
QWEN_3_30B-QWEN_3_30B,90,ctx1_fog00_p4pfalse_contract_none_selfish11,20260121_134613_347415_ba1862fc,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,,8,1,0,1,0,0,140,65,75,0.03571428571428581,140,True,True,3,3,0,1,0,1,2,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,2,3,2,3,0
LLAMA_SCOUT-LLAMA_SCOUT,90,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_130907_346688_434afa7a,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,6,0,0,0,0,0,140,70,70,0.0,140,True,True,3,3,0,1,0,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3.0,1,2,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,90,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_141725_740912_c1f62a2c,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,6,0,0,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
HAIKU_4_5-HAIKU_4_5,90,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_142951_681794_4ec8473d,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,7,0,0,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,90,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_150444_766520_d4cf97ad,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,6,0,0,0,0,0,140,70,70,0.0,140,True,True,5,4,1,1,1,0,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.0,3,3,3,3,0,0,0,0,4,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
