environment,grid_id,contract_type,total_scores,total_accuracy,gini_coefficient,max_possible_score,total_trades_proposed,total_trades_proposed_0,total_trades_proposed_1,total_trades_accepted,total_trades_accepted_0,total_trades_accepted_1,total_trades_rejected,total_trades_rejected_0,total_trades_rejected_1,amount_received_by_0_from_trades,amount_received_by_1_from_trades,total_trades_failed,total_p4p_arrangements_proposed,total_p4p_arrangements_proposed_0,total_p4p_arrangements_proposed_1,total_p4p_arrangements_accepted,total_p4p_arrangements_accepted_0,total_p4p_arrangements_accepted_1,total_p4p_arrangements_rejected,total_p4p_arrangements_rejected_0,total_p4p_arrangements_rejected_1,total_p4p_promises_kept,total_p4p_promises_kept_0,total_p4p_promises_kept_1,total_p4p_promises_broken,total_p4p_promises_broken_0,total_p4p_promises_broken_1,total_p4p_amounts_promised_to_receive,total_p4p_amounts_promised_to_receive_0,total_p4p_amounts_promised_to_receive_1,total_p4p_amounts_received,total_p4p_amounts_received_0,total_p4p_amounts_received_1,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_0,num_tiles_promised_to_receive_from_contract_1,moves_made_under_strict_contract_0,moves_made_under_strict_contract_1,contract_moves_blocked_by_partner_shortfall_0,contract_moves_blocked_by_partner_shortfall_1,points_for_completion_promised_to_0,points_for_completion_promised_to_1,format_errors_total,format_errors_by_type,format_errors_by_player,format_errors_by_turn
needy,grid_139,strict contract,70.0,0.5,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,{},{},{}
needy,grid_139,judge implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
needy,grid_139,judge implementation,85.0,0.6071428571428571,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,{},{},{}
needy,grid_139,contract for finishing,70.0,0.5,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,{},{},{}
needy,grid_113,strict contract,75.0,0.5357142857142857,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,{},{},{}
needy,grid_113,judge implementation,70.0,0.5,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
needy,grid_113,contract for finishing,70.0,0.5,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_095,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_095,judge implementation,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_095,contract for finishing,140.0,1.0,0.02857142857142847,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,10.0,4.0,6.0,4.0,2.0,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,{},{},{}
mutual,grid_092,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,{'move_not_adjacent': 1},{'1': {'move_not_adjacent': 1}},{'3': {'move_not_adjacent': 1}}
mutual,grid_092,judge implementation,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,{},{},{}
mutual,grid_092,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_087,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_087,judge implementation,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_087,contract for finishing,140.0,1.0,0.08571428571428563,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,7.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,{},{},{}
mutual,grid_082,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_082,judge implementation,140.0,1.0,0.03571428571428581,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_082,contract for finishing,80.0,0.5714285714285714,0.3999999999999999,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,5.0,0.0,5.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,{},{},{}
mutual,grid_086,strict contract,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,{},{},{}
mutual,grid_086,judge implementation,75.0,0.5357142857142857,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,{'move_not_adjacent': 1},{'0': {'move_not_adjacent': 1}},{'1': {'move_not_adjacent': 1}}
mutual,grid_086,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,{},{},{}
mutual,grid_085,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_085,judge implementation,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_085,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,9.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,{},{},{}
mutual,grid_090,strict contract,75.0,0.5357142857142857,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_090,judge implementation,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_090,contract for finishing,70.0,0.5,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_097,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_097,judge implementation,140.0,1.0,0.03571428571428581,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,{},{},{}
mutual,grid_097,contract for finishing,140.0,1.0,0.03571428571428581,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,6.0,3.0,3.0,5.0,2.0,3.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,{},{},{}
mutual,grid_098,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_098,judge implementation,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_098,contract for finishing,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,{},{},{}
mutual,grid_094,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_094,judge implementation,140.0,1.0,0.03571428571428581,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_094,contract for finishing,140.0,1.0,0.04285714285714293,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,13.0,5.0,8.0,4.0,2.0,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,{},{},{}
mutual,grid_083,strict contract,140.0,1.0,0.03571428571428581,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_083,judge implementation,80.0,0.5714285714285714,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_083,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,{},{},{}
mutual,grid_080,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_080,judge implementation,80.0,0.5714285714285714,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,{'move_not_adjacent': 1},{'1': {'move_not_adjacent': 1}},{'6': {'move_not_adjacent': 1}}
mutual,grid_080,contract for finishing,140.0,1.0,0.014285714285714235,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,{},{},{}
mutual,grid_089,strict contract,80.0,0.5714285714285714,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,{},{},{}
mutual,grid_089,judge implementation,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_089,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,14.0,6.0,8.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,{},{},{}
mutual,grid_093,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_093,judge implementation,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_093,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_088,strict contract,75.0,0.5357142857142857,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_088,judge implementation,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_088,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_081,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_081,judge implementation,75.0,0.5357142857142857,0.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,{},{},{}
mutual,grid_081,contract for finishing,75.0,0.5357142857142857,0.3666666666666667,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,{},{},{}
mutual,grid_091,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_091,judge implementation,140.0,1.0,0.03571428571428581,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_091,contract for finishing,80.0,0.5714285714285714,0.32499999999999996,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,5.0,5.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,{},{},{}
mutual,grid_084,strict contract,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_084,judge implementation,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,{},{},{}
mutual,grid_084,contract for finishing,140.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,{},{},{}
